日期,小時,供應商名稱,網站,網站名稱,版位編號,版位名稱,antifroud,知名媒體,子聯播網,Total Tracked Ads,Eligible Ads for Viewability,Measured Ads,% Measured Ads,Viewable Impressions,% Viewable Impressions,Non-Viewable Ads,% Non-Viewable Ads,Average Time In View (Sec)
20260127,06,富盈數據股份有限公司,3654,TVBS-健康2.0_HB,21765,MW_文章三_336x280_TVBS-健康2.0_HB,,知名媒體,,112,56,56,100.00%,34,60.71%,22,39.29%,2.62
20260127,06,富盈數據股份有限公司,3654,TVBS-健康2.0_HB,21767,MW_文章置底_320x100_TVBS-健康2.0_HB,,知名媒體,,6,3,3,100.00%,0,0.00%,3,100.00%,0.00
20260127,06,富盈數據股份有限公司,3654,TVBS-健康2.0_HB,21768,MW_文中創意320x480_TVBS-健康2.0_HB,,知名媒體,,"1,029",489,489,100.00%,344,70.35%,145,29.65%,24.42
20260127,06,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21770,MW_文章三_336x280_TVBS-食尚玩家_HB,,知名媒體,,6,2,2,100.00%,0,0.00%,2,100.00%,0.00
20260127,06,富盈數據股份有限公司,3654,TVBS-健康2.0_HB,21812,MW_文章一_336x280_TVBS-健康2.0_HB,,知名媒體,,417,206,206,100.00%,152,73.79%,54,26.21%,4.17
20260127,06,儂儂雜誌社股份有限公司(bella儂儂),2135,Bella儂儂_2024,21876,MW-300x250_文章標題上方1_Bella儂儂,,知名媒體,,50,25,25,100.00%,19,76.00%,6,24.00%,5.89
20260127,06,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21899,MW_文章一_336x280_TVBS-新聞網_HB,,知名媒體,,"3,712","1,838","1,838",100.00%,"1,403",76.33%,435,23.67%,8.60
20260127,06,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21902,MW_文章置底_320x100_TVBS-新聞網_HB,,知名媒體,,"4,847","2,401","2,401",100.00%,510,21.24%,"1,891",78.76%,9.76
20260127,06,富盈數據股份有限公司,3685,玩桌遊_mobile,21924,MW_置底創意(非展開)_玩桌遊-mobile,,,,31,15,15,100.00%,10,66.67%,5,33.33%,27.66
20260127,06,富盈數據股份有限公司,2615,熱血台中,21986,CF_336x280_全網_熱血台中,,,,50,25,25,100.00%,17,68.00%,8,32.00%,2.30
20260127,06,富盈數據股份有限公司,2615,熱血台中,21987,CF_336x280_全網_熱血台中,,,,112,54,54,100.00%,43,79.63%,11,20.37%,3.34
20260127,06,富盈數據股份有限公司,3703,繁體小說,22022,MW_置底創意(非展開)_繁體小說-mobile,,,,6,3,3,100.00%,3,100.00%,0,0.00%,45.75
20260127,06,富盈數據股份有限公司,3704,天天要聞,22030,CF_300 x 250 banner_天天要聞_cpc2,,,,"1,298",640,640,100.00%,492,76.88%,148,23.12%,9.74
20260127,06,富盈數據股份有限公司,3703,繁體小說,22031,CF_300 x 250 banner_繁體小說_cpc2,,,,78,39,39,100.00%,34,87.18%,5,12.82%,10.42
20260127,06,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,22213,MW_蓋版_縮短網址產生器-reurl-2025.05(特殊供量),,知名媒體,,35,4,4,100.00%,2,50.00%,2,50.00%,2.60
20260127,06,欣發現股份有限公司,3363,大人物-mobile,22222,MW_蓋板_大人物,,知名媒體,,102,49,49,100.00%,18,36.73%,31,63.27%,3.02
20260127,06,朱光宁,3741,石頭小說3,22396,MW_置底_石頭小說3,,,,30,15,15,100.00%,13,86.67%,2,13.33%,13.56
20260127,06,朱光宁,3741,石頭小說3,22398,CF_336 x 280 banner_石頭小說3_cpc1.67,,,,"1,450",734,734,100.00%,505,68.80%,229,31.20%,4.83
20260127,06,朱光宁,3741,石頭小說3,22399,CF_320 x 480 橫幅_石頭小說3,,,,18,9,9,100.00%,5,55.56%,4,44.44%,3.42
20260127,06,艾得基客行銷顧問股份有限公司,2825,科技紫薇,22403,MW_蓋版_科技紫微,,,,12,6,6,100.00%,0,0.00%,6,100.00%,0.00
20260127,06,闇碼科技股份有限公司,3068,限時圖片-imgus,22406,MW_置底_imgus,antifroud,,,150,74,74,100.00%,51,68.92%,23,31.08%,3.78
20260127,06,第一網站股份有限公司,2783,漫畫櫃manhuagui,22443,MW_置底_manhuagui,antifroud,,,"4,774","2,340","2,340",100.00%,"1,676",71.62%,664,28.38%,10.21
20260127,06,艾得基客行銷顧問股份有限公司,3752,ＭoneyDJ,22515,MW_300x250 BANNER_MoneyDJ,antifroud,知名媒體,,66,33,33,100.00%,15,45.45%,18,54.55%,1.45
20260127,06,李承翰-webptt,718,Web批踢踢(RWD),2284,MW-蓋板_文中_Web批踢踢,antifroud,,,12,4,4,100.00%,3,75.00%,1,25.00%,4.36
20260127,06,麥智維,999,動漫戲說,3543,CF-728*90-內文上方-動漫戲說,antifroud,,,124,52,52,100.00%,44,84.62%,8,15.38%,39.97
20260127,06,肖偉彬,1287,紅櫻桃小說書庫,4678,CF-內文上方-300*250-紅櫻桃小說書庫,,,,6,3,3,100.00%,3,100.00%,0,0.00%,10.43
20260127,06,肖偉彬,1287,紅櫻桃小說書庫,4717,MW_文中創意300x250_紅櫻桃小說書庫,,,,12,4,4,100.00%,2,50.00%,2,50.00%,1.89
20260127,06,技達創意資訊有限公司,1299,泰好網,4734,MW-320*100-首頁、內文上方-泰好網,,,,18,0,0,0.00%,0,0.00%,0,0.00%,0.00
20260127,06,陈晋福,1367,電視超人,4997,CF-300X250-電視超人,,,,6,3,3,100.00%,3,100.00%,0,0.00%,6.83
20260127,06,麥智維,999,動漫戲說,6069,CF-300*250-首頁-動漫戲說,,,,8,4,4,100.00%,3,75.00%,1,25.00%,2.91
20260127,06,巧克科技新媒體股份有限公司,2127,LINE TV_Banner-exchange,8576,CF_336x280_戲劇-右側好康資訊下方_LINE TV-exchange,,知名媒體,,24,11,11,100.00%,0,0.00%,11,100.00%,0.00
20260127,06,巧克科技新媒體股份有限公司,2127,LINE TV_Banner-exchange,8577,CF_336x280_戲劇-右側好康資訊上方_LINE TV-exchange,,知名媒體,,48,22,22,100.00%,1,4.55%,21,95.45%,0.12
20260127,06,冰楓科技有限公司,1711,冰楓短網址,9308,ＭＷ-300X250-跳轉頁下方-冰楓短網址,,,,6,2,2,100.00%,0,0.00%,2,100.00%,0.25
20260127,07,英屬維京群島商浩美數位有限公司台灣分公司,2315,Teepr亮新聞-exchange,10012,CF_336x280Banner_Teepr亮新聞-exchange,,知名媒體,,12,6,6,100.00%,0,0.00%,6,100.00%,0.10
20260127,07,三立電視股份有限公司,269,三立新聞網_Mobile,11013,MW-置底創意廣告_三立新聞網,,知名媒體,,"6,131","3,035","3,017",99.41%,"2,690",89.16%,327,10.84%,47.43
20260127,07,昱得資訊工作室,2528,數位書香,11081,CF_160x600_首頁右側_數位書香,antifroud,,,365,153,153,100.00%,57,37.25%,96,62.75%,2.62
20260127,07,第一網站股份有限公司,2518,麻辣家族討論區(twbts),11082,CF-728X90-twbts,antifroud,,,"1,916",702,702,100.00%,485,69.09%,217,30.91%,5.09
20260127,07,第一網站股份有限公司,2601,Meme梗圖倉庫,11443,CF-336X280-meme,,,,54,21,21,100.00%,6,28.57%,15,71.43%,0.65
20260127,07,艾得基客行銷顧問股份有限公司,2578,鉅亨網,12070,MW_320x480_文中創意_鉅亨網,,知名媒體,,"14,777","7,309","7,309",100.00%,"5,806",79.44%,"1,503",20.56%,16.59
20260127,07,時報資訊股份有限公司,2770,中時電子報_HB,12559,CF_300x250_右側互動看版_中時電子報_HB,,知名媒體,,793,364,364,100.00%,169,46.43%,195,53.57%,7.26
20260127,07,時報資訊股份有限公司,2770,中時電子報_HB,12560,CF_336x280_文中看板_中時電子報_HB,,知名媒體,,696,322,322,100.00%,248,77.02%,74,22.98%,23.17
20260127,07,時報資訊股份有限公司,2770,中時電子報_HB,12561,MW_300x250_內頁TOP Banner_中時電子報_HB,antifroud,知名媒體,,"3,803","1,846","1,846",100.00%,360,19.50%,"1,486",80.50%,1.65
20260127,07,第一網站股份有限公司,2768,czbooks,12570,CF_728x90_banner_czbooks,,,,"1,263",624,624,100.00%,473,75.80%,151,24.20%,3.83
20260127,07,第一網站股份有限公司,2768,czbooks,12571,CF-300x600_Banner_czbooks,,,,104,52,52,100.00%,38,73.08%,14,26.92%,87.75
20260127,07,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,12579,CF_300x250_右側第一塊_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,"1,198",595,595,100.00%,25,4.20%,570,95.80%,1.51
20260127,07,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,12580,CF_300x250_內文文中左側_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,"1,163",569,569,100.00%,31,5.45%,538,94.55%,0.93
20260127,07,第一網站股份有限公司,2783,漫畫櫃manhuagui,12676,CF_728X90_manhuagui,antifroud,,,"10,619","5,208","5,208",100.00%,"2,011",38.61%,"3,197",61.39%,12.07
20260127,07,艾得基客行銷顧問股份有限公司,2635,工商時報,12761,MW_320x480_文中創意_工商時報new,,知名媒體,,"9,129","4,502","4,502",100.00%,"3,430",76.19%,"1,072",23.81%,18.14
20260127,07,第一網站股份有限公司,2820,星座好朋友(horofriend88),12966,MW_320x100_horofriend88,antifroud,,,134,67,67,100.00%,66,98.51%,1,1.49%,22.51
20260127,07,第一網站股份有限公司,2836,vivi01,13032,MW_置底創意_vivi01 ViVi視頻,,,,15,7,7,100.00%,6,85.71%,1,14.29%,9.88
20260127,07,第一網站股份有限公司,2838,mycard,13041,MW_320x480_加倍mycard,,,,173,0,0,0.00%,0,0.00%,0,0.00%,0.00
20260127,07,曾憲敏,202,85小說網,13445,MW_336X280_全量1_85小說網,,,,218,109,109,100.00%,59,54.13%,50,45.87%,6.14
20260127,07,曾憲敏,202,85小說網,13446,MW_336X280_全量2_85小說網,,,,"1,036",515,515,100.00%,307,59.61%,208,40.39%,6.49
20260127,07,第一網站股份有限公司,2910,clickme,13549,CF_300x250_banner_clickme(一般),,,,263,136,136,100.00%,13,9.56%,123,90.44%,0.69
20260127,07,第一網站股份有限公司,2768,czbooks,14036,MW_320x480_CZBOOKS,antifroud,,,127,63,63,100.00%,16,25.40%,47,74.60%,2.64
20260127,07,陳人鳳,480,飛格寵物家族_PC,1407,CF-728X90_上方通欄_飛格寵物家族,,,,32,9,9,100.00%,6,66.67%,3,33.33%,33.12
20260127,07,陳人鳳,480,飛格寵物家族_PC,1408,CF-300X250_內文_飛格寵物家族,,,,88,14,14,100.00%,13,92.86%,1,7.14%,17.44
20260127,07,飛凡傳播股份有限公司,1921,非凡新聞台-exchange,14188,MW_300x250_內文上方_非凡新聞-exchange,antifroud,知名媒體,,33,0,0,0.00%,0,0.00%,0,0.00%,0.00
20260127,07,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,14210,MW_文中創意300x250_縮短網址產生器-reurl,,知名媒體,,"1,012",26,26,100.00%,13,50.00%,13,50.00%,5.76
20260127,07,巨思文化股份有限公司,3052,經理人_HB,14238,MW_文章結束第一塊_300x250_經理人-HB,,知名媒體,,54,27,27,100.00%,4,14.81%,23,85.19%,4.57
20260127,07,巨思文化股份有限公司,3052,經理人_HB,14241,MW_300x250_內文下方_經理人-HB,,知名媒體,,40,20,20,100.00%,3,15.00%,17,85.00%,0.19
20260127,07,巨思文化股份有限公司,3053,數位時代_HB,14246,MW_300x250_文章結束第一塊_數位時代-HB,,知名媒體,,12,6,6,100.00%,0,0.00%,6,100.00%,0.00
20260127,07,富盈數據股份有限公司,3059,塔科女子,14258,CF_336x280_全網_塔科女子,,知名媒體,,30,16,16,100.00%,12,75.00%,4,25.00%,4.33
20260127,07,CBROOT LTD,3003,包子漫畫-exchange,14291,MW_300x250_蓋板(PB)_包子漫畫,,,,130,60,60,100.00%,29,48.33%,31,51.67%,21.78
20260127,07,朱光宁,3149,稷下書院-exchange,14748,MW_320x100_置底(PB)_稷下書院,,,,"19,974","9,873","9,873",100.00%,317,3.21%,"9,556",96.79%,0.12
20260127,07,巨思文化股份有限公司,3053,數位時代_HB,14764,MW_置底創意_(非展開)_數位時代_HB,,知名媒體,,110,55,55,100.00%,54,98.18%,1,1.82%,28.56
20260127,07,中天電視股份有限公司,3283,中天新聞網-mobile,14918,MW_置底創意(非展開)_中天新聞網-mobile,,知名媒體,,509,253,253,100.00%,166,65.61%,87,34.39%,23.26
20260127,07,曾憲敏,3327,85小說網_創意,15227,MW-300X250_85小說網_隨身影音PB,,,,20,10,10,100.00%,7,70.00%,3,30.00%,4.08
20260127,07,曾憲敏,3327,85小說網_創意,15228,MW-創意-85小說網,,,,167,83,83,100.00%,72,86.75%,11,13.25%,61.80
20260127,07,千晶文化事業股份有限公司,3336,Beauty 美人圈,15252,MW_文中創意320x480_Beauty 美人圈,,知名媒體,,30,15,15,100.00%,13,86.67%,2,13.33%,34.27
20260127,07,千晶文化事業股份有限公司,3336,Beauty 美人圈,15254,MW_置底創意(非展開)_ Beauty 美人圈,,知名媒體,,"2,929","1,453","1,453",100.00%,"1,376",94.70%,77,5.30%,41.12
20260127,07,中天電視股份有限公司,3282,中天新聞網-exchange,15859,CF_336x280_內頁_PC右側互動看板B-中天新聞網-exchange,,知名媒體,,94,40,40,100.00%,16,40.00%,24,60.00%,6.09
20260127,07,CBROOT LTD,3352,西瓜卡通-exchange,15970,CF_160x600_影音內容_西瓜卡通-exchange,,,,152,55,55,100.00%,4,7.27%,51,92.73%,4.52
20260127,07,朱光宁,3360,提莫書屋-exchange,16957,MW_336x280banner_提莫書屋_exchange,,,,"11,067","5,476","5,476",100.00%,"4,198",76.66%,"1,278",23.34%,6.91
20260127,07,朱光宁,3361,提莫書屋-mobile,16958,MW_置底創意_提莫書屋-mobile,,,,6,2,2,100.00%,2,100.00%,0,0.00%,2.77
20260127,07,朱光宁,3361,提莫書屋-mobile,16959,MW_320x480_文中創意_提莫書屋-mobile,,,,64,32,32,100.00%,23,71.88%,9,28.12%,3.12
20260127,07,欣發現股份有限公司,3365,Hami任務牆-mobile,16969,MW_置底創意_Hami任務牆,,知名媒體,,981,473,473,100.00%,340,71.88%,133,28.12%,5.83
20260127,07,欣發現股份有限公司,3365,Hami任務牆-mobile,16971,MW_文中創意300x250_Hami任務牆,,知名媒體,,26,13,13,100.00%,2,15.38%,11,84.62%,0.34
20260127,07,欣發現股份有限公司,3364,女子學-mobile,16972,MW_置底創意_女子學,antifroud,,,"1,092",512,512,100.00%,2,0.39%,510,99.61%,0.03
20260127,07,欣發現股份有限公司,3363,大人物-mobile,16973,MW_置底創意_大人物,,知名媒體,,68,34,34,100.00%,21,61.76%,13,38.24%,4.90
20260127,07,欣發現股份有限公司,3362,妞新聞-mobile,16974,MW_置底創意_妞新聞,,知名媒體,,86,42,42,100.00%,22,52.38%,20,47.62%,4.19
20260127,07,欣發現股份有限公司,3362,妞新聞-mobile,16981,MW_文中創意300x250_妞新聞,,知名媒體,,18,9,9,100.00%,0,0.00%,9,100.00%,0.00
20260127,07,第一網站股份有限公司,2783,漫畫櫃manhuagui,17027,MW_320x480_蓋版_漫畫櫃manhuagui,,,,161,80,80,100.00%,30,37.50%,50,62.50%,1.01
20260127,07,詠勝科技有限公司,3385,Mobile01_HB,17175,CF_970x90_橫幅Banner_Mobile01_HB,,知名媒體,,100,44,44,100.00%,16,36.36%,28,63.64%,4.77
20260127,07,詠勝科技有限公司,3385,Mobile01_HB,17179,CF_300x250_熱門大看板_Mobile01_HB,,知名媒體,,6,2,2,100.00%,1,50.00%,1,50.00%,0.60
20260127,07,詠勝科技有限公司,3385,Mobile01_HB,17180,CF_300x250_置底看板左_Mobile01_HB,,知名媒體,,18,9,9,100.00%,5,55.56%,4,44.44%,1.80
20260127,07,詠勝科技有限公司,3385,Mobile01_HB,17181,CF_300x250_置底看板中_Mobile01_HB,,知名媒體,,18,9,9,100.00%,4,44.44%,5,55.56%,2.61
20260127,07,詠勝科技有限公司,3385,Mobile01_HB,17182,CF_300x250_置底看板右_Mobile01_HB,,知名媒體,,24,12,12,100.00%,6,50.00%,6,50.00%,2.60
20260127,07,詠勝科技有限公司,3385,Mobile01_HB,17183,CF_300x600_大摩天_Mobile01_HB,,知名媒體,,32,14,14,100.00%,5,35.71%,9,64.29%,12.33
20260127,07,詠勝科技有限公司,3385,Mobile01_HB,17195,CF_300x600_特殊大摩天_Mobile01_HB,,知名媒體,,10,3,3,100.00%,0,0.00%,3,100.00%,0.00
20260127,07,詠勝科技有限公司,3385,Mobile01_HB,17204,MW_300x250_文中Banner(interscroller)_Mobile01_HB,,知名媒體,,20,10,10,100.00%,8,80.00%,2,20.00%,8.20
20260127,07,朱光宁,3268,稷下書院-mobile,17207,MW_320x480_蓋版_稷下書院-mobile,,,,"3,654","1,558","1,558",100.00%,449,28.82%,"1,109",71.18%,2.18
20260127,07,李立娟,3395,vivi0視頻-exchange,17293,CF_336x280_Banner_vivi01視頻-exchange,antifroud,,,"44,863","22,030","22,030",100.00%,"3,500",15.89%,"18,530",84.11%,0.41
20260127,07,李立娟,3395,vivi0視頻-exchange,17294,MW_336x280_Banner_vivi01視頻-exchange,antifroud,,,"51,620","25,324","25,323",100.00%,"10,162",40.13%,"15,161",59.87%,1.64
20260127,07,李立娟,3395,vivi0視頻-exchange,17300,MW_320x100_置底(PB)_vivi01視頻-exchange,antifroud,,,"80,344","39,511","39,511",100.00%,"27,195",68.83%,"12,316",31.17%,17.00
20260127,07,李立娟,3396,趣聞圖說-Mobile,17923,MW_置底創意(展開)_趣聞圖說-Mobile,,,,6,3,3,100.00%,3,100.00%,0,0.00%,5.00
20260127,07,第一網站股份有限公司,2768,czbooks,17927,MW_置底創意_czbook,,,,"9,222","4,565","4,565",100.00%,"2,676",58.62%,"1,889",41.38%,16.78
20260127,07,中天電視股份有限公司,3283,中天新聞網-mobile,17937,MW_置底創意(展開)_中天新聞網-mobile,,知名媒體,,"13,363","6,562","6,562",100.00%,"3,308",50.41%,"3,254",49.59%,8.48
20260127,07,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18003,CF_300x250_互動看板2_工商時報-exchange,,知名媒體,,6,3,3,100.00%,2,66.67%,1,33.33%,2.84
20260127,07,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18007,CF_336x280_文末右側看板_工商時報-exchange,,知名媒體,,6,3,3,100.00%,0,0.00%,3,100.00%,0.00
20260127,07,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18008,CF_336x280_文末左側看板_工商時報-exchange,,知名媒體,,6,3,3,100.00%,0,0.00%,3,100.00%,0.00
20260127,07,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18014,MW_300x250_文末Banner1_工商時報-exchange,,知名媒體,,51,25,25,100.00%,3,12.00%,22,88.00%,0.18
20260127,07,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18015,MW_300x250_文末Banner2_工商時報-exchange,,知名媒體,,384,190,190,100.00%,6,3.16%,184,96.84%,0.23
20260127,07,第一網站股份有限公司,3440,fsa_passback_first,18201,CF_336x280_fsa_passback_first,,,,475,224,224,100.00%,42,18.75%,182,81.25%,0.63
20260127,07,第一網站股份有限公司,3440,fsa_passback_first,18202,CF_300x250_fsa_passback_first,,,,446,212,212,100.00%,115,54.25%,97,45.75%,31.22
20260127,07,莊博凱,1676,夢遊電玩-exchange,18264,MW-336x280_內文上方_夢遊電玩_exchange,,,,6,2,2,100.00%,0,0.00%,2,100.00%,0.00
20260127,07,莊博凱,3455,夢遊電玩,18269,300x250 Banner,,,,6,2,2,100.00%,0,0.00%,2,100.00%,0.41
20260127,07,朱光宁,3268,稷下書院-mobile,18297,MW_置底創意(展開)_稷下書院-mobile,,,,220,110,110,100.00%,70,63.64%,40,36.36%,15.32
20260127,07,冰楓科技有限公司,3485,冰楓論壇-exchange,18487,CF_970x90_內文上方第一塊_冰楓論壇-exchange,,,,289,129,129,100.00%,28,21.71%,101,78.29%,3.62
20260127,07,冰楓科技有限公司,3485,冰楓論壇-exchange,18488,MW_320x100_內文上方第一塊_ 冰楓論壇-exchange,antifroud,,,51,19,19,100.00%,13,68.42%,6,31.58%,13.73
20260127,07,冰楓科技有限公司,3485,冰楓論壇-exchange,18492,MW_300x250_Banner_ 冰楓論壇-exchange,,,,142,50,50,100.00%,20,40.00%,30,60.00%,2.40
20260127,07,CBROOT LTD,3492,包子漫畫(特開流量)-exchange,18557,CF_300x600_指定流量_包子漫畫(特開流量PB)-exchange,,,,72,30,30,100.00%,19,63.33%,11,36.67%,37.20
20260127,07,CBROOT LTD,3510,包子漫畫_twmanga-exchange,18737,CF_970x90_Banner_ 包子漫畫_twmanga-exchange,,,,65,27,27,100.00%,5,18.52%,22,81.48%,0.46
20260127,07,台灣英文新聞股份有限公司,3537,台灣英文新聞(new)-exchange,18924,CF_300x250_內容頁_右側看版_1_台灣英文新聞(new)-exchange,,知名媒體,,18,6,6,100.00%,0,0.00%,6,100.00%,0.03
20260127,07,艾得基客行銷顧問股份有限公司,3552,玩具人,19044,MW_320x480_文中創意_玩具人,,知名媒體,,36,18,18,100.00%,11,61.11%,7,38.89%,20.84
20260127,07,第一網站股份有限公司,2783,漫畫櫃manhuagui,20685,MW_300X250_manhuagui,antifroud,,,"2,484","1,218","1,218",100.00%,515,42.28%,703,57.72%,10.66
20260127,07,德榕企業有限公司,3578,TW Bodhi_mobile,20707,MW_置底創意_TW Bodhi,,,,34,17,17,100.00%,0,0.00%,17,100.00%,0.00
20260127,07,德榕企業有限公司,3578,TW Bodhi_mobile,20708,MW_蓋板_TW Bodhi,,,,178,89,87,97.75%,0,0.00%,87,100.00%,0.00
20260127,07,德榕企業有限公司,3581,忘憂書屋,20727,CF_336x280文章頁(RWD)_忘憂書屋,,,,20,10,10,100.00%,0,0.00%,10,100.00%,0.00
20260127,07,德榕企業有限公司,3582,忘憂書屋_mobile,20729,MW_蓋板_忘憂書屋,,,,6,3,3,100.00%,0,0.00%,3,100.00%,0.00
20260127,07,德榕企業有限公司,3582,忘憂書屋_mobile,20730,MW_置底創意_忘憂書屋,,,,18,9,8,88.89%,0,0.00%,8,100.00%,0.00
20260127,07,第一網站股份有限公司,2916,KiKiNote,20731,CF_300x250_banner_kikinote (PB),,知名媒體,,26,11,11,100.00%,4,36.36%,7,63.64%,0.85
20260127,07,艾得基客行銷顧問股份有限公司,3609,商妮吃喝遊樂,21319,MW_320x480_文中創意_商妮吃喝遊樂,,,,12,6,6,100.00%,5,83.33%,1,16.67%,11.21
20260127,07,第一網站股份有限公司,2768,czbooks,21412,(子)CF_970x250_banner_czbooks(限時段)-PB,,,子聯播網,"1,330",659,659,100.00%,235,35.66%,424,64.34%,6.73
20260127,07,第一網站股份有限公司,3440,fsa_passback_first,21699,CF_336x280_fsa_passback_first,,,,444,216,216,100.00%,38,17.59%,178,82.41%,0.54
20260127,07,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21760,MW_文章三_336x280_TVBS-女人我最大_HB,,知名媒體,,12,6,6,100.00%,4,66.67%,2,33.33%,2.02
20260127,07,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21761,MW_文章四_336x280_TVBS-女人我最大_HB,,知名媒體,,400,199,199,100.00%,126,63.32%,73,36.68%,4.54
20260127,07,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21762,MW_文章置底_320x100_TVBS-女人我最大_HB,,知名媒體,,114,57,57,100.00%,53,92.98%,4,7.02%,50.33
20260127,07,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21763,MW_文中創意320x480_TVBS-女人我最大_HB,,知名媒體,,389,188,188,100.00%,139,73.94%,49,26.06%,25.45
20260127,07,富盈數據股份有限公司,3654,TVBS-健康2.0_HB,21765,MW_文章三_336x280_TVBS-健康2.0_HB,,知名媒體,,210,105,105,100.00%,73,69.52%,32,30.48%,2.61
20260127,07,富盈數據股份有限公司,3654,TVBS-健康2.0_HB,21767,MW_文章置底_320x100_TVBS-健康2.0_HB,,知名媒體,,6,3,3,100.00%,3,100.00%,0,0.00%,81.47
20260127,07,富盈數據股份有限公司,3654,TVBS-健康2.0_HB,21768,MW_文中創意320x480_TVBS-健康2.0_HB,,知名媒體,,"4,593","2,139","2,139",100.00%,"1,559",72.88%,580,27.12%,28.99
20260127,07,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21770,MW_文章三_336x280_TVBS-食尚玩家_HB,,知名媒體,,39,18,18,100.00%,8,44.44%,10,55.56%,2.79
20260127,07,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21773,MW_文中創意320x480_TVBS-食尚玩家_HB,,知名媒體,,144,72,72,100.00%,60,83.33%,12,16.67%,23.22
20260127,07,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21803,MW_文章一_336x280_TVBS-女人我最大_HB,,知名媒體,,6,3,3,100.00%,3,100.00%,0,0.00%,30.33
20260127,07,富盈數據股份有限公司,3654,TVBS-健康2.0_HB,21812,MW_文章一_336x280_TVBS-健康2.0_HB,,知名媒體,,"1,002",495,495,100.00%,359,72.53%,136,27.47%,4.73
20260127,07,儂儂雜誌社股份有限公司(bella儂儂),2135,Bella儂儂_2024,21876,MW-300x250_文章標題上方1_Bella儂儂,,知名媒體,,112,56,56,100.00%,35,62.50%,21,37.50%,4.28
20260127,07,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21899,MW_文章一_336x280_TVBS-新聞網_HB,,知名媒體,,"5,280","2,609","2,609",100.00%,"2,019",77.39%,590,22.61%,7.51
20260127,07,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21900,MW_文章三_336x280_TVBS-新聞網_HB,,知名媒體,,136,68,68,100.00%,28,41.18%,40,58.82%,4.79
20260127,07,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21902,MW_文章置底_320x100_TVBS-新聞網_HB,,知名媒體,,"6,362","3,141","3,141",100.00%,694,22.09%,"2,447",77.91%,8.52
20260127,07,富盈數據股份有限公司,3684,稅美人_mobile,21923,MW_置底創意(非展開)_稅美人-mobile,,,,6,3,3,100.00%,3,100.00%,0,0.00%,21.08
20260127,07,富盈數據股份有限公司,3685,玩桌遊_mobile,21924,MW_置底創意(非展開)_玩桌遊-mobile,,,,42,21,21,100.00%,13,61.90%,8,38.10%,4.34
20260127,07,富盈數據股份有限公司,2615,熱血台中,21986,CF_336x280_全網_熱血台中,,,,76,35,35,100.00%,22,62.86%,13,37.14%,2.18
20260127,07,富盈數據股份有限公司,2615,熱血台中,21987,CF_336x280_全網_熱血台中,,,,152,72,72,100.00%,41,56.94%,31,43.06%,1.98
20260127,07,富盈數據股份有限公司,3704,天天要聞,22030,CF_300 x 250 banner_天天要聞_cpc2,,,,"1,364",676,676,100.00%,490,72.49%,186,27.51%,8.42
20260127,07,富盈數據股份有限公司,3703,繁體小說,22031,CF_300 x 250 banner_繁體小說_cpc2,,,,56,28,28,100.00%,19,67.86%,9,32.14%,9.30
20260127,07,英屬蓋曼群島商家庭傳媒股份有限公司城邦分公司,701,T客邦_Mobile,2213,MW_置底創意(非展開)_T客邦,,知名媒體,,6,3,3,100.00%,3,100.00%,0,0.00%,20.00
20260127,07,富盈數據股份有限公司,3730,Teepr 亮新聞 HB,22145,MW_336x280_文中創意_Teepr亮新聞 HB,,,,6,3,3,100.00%,1,33.33%,2,66.67%,5.00
20260127,07,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,22213,MW_蓋版_縮短網址產生器-reurl-2025.05(特殊供量),,知名媒體,,"1,021",27,27,100.00%,2,7.41%,25,92.59%,0.11
20260127,07,艾得基客行銷顧問股份有限公司,2689,Basketball Top5,22219,MW_置底(展開)_Basketball TOP5,,,,588,294,294,100.00%,164,55.78%,130,44.22%,8.73
20260127,07,艾得基客行銷顧問股份有限公司,2084,經濟日報,22220,MW_置底(展開)_經濟日報,,知名媒體,,"1,145",569,569,100.00%,376,66.08%,193,33.92%,12.53
